date,total_visits,total_devices,total_visits_per_device,mean_7,year,julian_day
2019-12-10,10637,18587415,0.000572268924968857,0.000587469317892799,2019,344
2019-12-11,10647,18480856,0.000576109678036558,0.000589124926687741,2019,345
2019-12-12,11736,18699779,0.000627600999990428,0.000593034077701165,2019,346
2019-12-13,13045,18790480,0.000694234527271257,0.000590901672842364,2019,347
2019-12-14,12414,18276358,0.000679238172069074,0.00059459810028962,2019,348
2019-12-15,9043,17713554,0.000510513022965352,0.000600817017771247,2019,349
2019-12-16,10980,18637803,0.000589125231123003,0.000607012936632075,2019,350
2019-12-17,10705,19117826,0.000559948605034903,0.000605252890927225,2019,351
2019-12-18,11906,19041812,0.000625255621681382,0.000612273740019343,2019,352
2019-12-19,12275,18779680,0.000653632010769087,0.000615992455844865,2019,353
2019-12-20,13899,18601674,0.000747190817342568,0.000623557640140767,2019,354
2019-12-21,13164,17736709,0.000742189545986237,0.000632550693557504,2019,355
2019-12-22,9730,18190213,0.000534903027248774,0.000636034979883708,2019,356
2019-12-23,15363,18267367,0.000841007902233529,0.000672018218613783,2019,357
2019-12-24,13746,18147771,0.000757448394075504,0.000700232474191012,2019,358
2019-12-25,5198,16827524,0.000308898682895951,0.000655038625793093,2019,359
2019-12-26,10766,16750518,0.000642726392103217,0.000653480680269397,2019,360
2019-12-27,13470,17326973,0.000777400645802357,0.000657796370049367,2019,361
2019-12-28,12782,17686926,0.000722680696464722,0.000655009391546293,2019,362
2019-12-29,9181,17835240,0.000514767393093673,0.000652132872381279,2019,363
2019-12-30,15408,18164672,0.000848239924178097,0.00065316601837336,2019,364
2019-12-31,14271,20159618,0.000707900318349286,0.000646087721841043,2019,365
2020-01-01,7902,19911815,0.000396849810024852,0.000658652168573744,2020,1
2020-01-02,13844,20021128,0.000691469531586832,0.00066561547421426,2020,2
2020-01-03,15751,21415043,0.000735511014383674,0.000659631241154448,2020,3
2020-01-04,13644,21328981,0.000639693007368706,0.000647775856997874,2020,4
2020-01-05,9607,21332589,0.000450343837777965,0.000638572491952773,2020,5
2020-01-06,12395,21861648,0.000566974639789278,0.000598391737040085,2020,6
2020-01-07,13169,21727298,0.00060610389750258,0.000583849391204841,2020,7
2020-01-08,14052,21979802,0.000639314221301903,0.00061848716424442,2020,8
2020-01-09,14584,22133466,0.000658911713149671,0.000613836047324825,2020,9
2020-01-10,16717,21997014,0.000759966784582671,0.000617329728781825,2020,10
2020-01-11,14760,21962080,0.000672067490875181,0.000621954654997036,2020,11
2020-01-12,10356,21025356,0.00049254814044528,0.000627983841092366,2020,12
2020-01-13,12431,22083505,0.000562908831727572,0.000627403011369265,2020,13
2020-01-14,11505,19049727,0.000603945662843357,0.000627094692132234,2020,14
2020-01-15,14157,21619744,0.000654818114405055,0.000629309534004113,2020,15
2020-01-16,13995,21275939,0.000657785303858974,0.000629148618391156,2020,16
2020-01-17,14672,19592237,0.000748868033803389,0.000627563082565544,2020,17
2020-01-18,15072,21053482,0.00071589108157976,0.000633823595523341,2020,18
2020-01-19,10873,20826717,0.000522069801015686,0.000638040975604827,2020,19
2020-01-20,12297,21221594,0.000579456943714973,0.000640404991603028,2020,20
2020-01-21,11835,19817243,0.00059720718971857,0.000639442352585201,2020,21
2020-01-22,13620,22128835,0.000615486536006075,0.000633823555671061,2020,22
2020-01-23,12970,20355276,0.000637181239890827,0.000630880117961326,2020,23
2020-01-24,16874,21765772,0.000775253917021643,0.000634649529849648,2020,24
2020-01-25,13115,18654478,0.000703048351178736,0.000632814854078073,2020,25
2020-01-26,9549,18386205,0.000519356767750604,0.000632427277897347,2020,26
2020-01-27,12970,21395815,0.000606193313972849,0.000636246759362758,2020,27
2020-01-28,11488,18978139,0.000605328056665619,0.000637406883212336,2020,28
2020-01-29,11815,19620267,0.000602183446331286,0.000635506441830224,2020,29
2020-01-30,13118,19296706,0.000679805143945293,0.000641595570980862,2020,30
2020-01-31,16851,21648240,0.000778400461192226,0.000642045077290945,2020,31
2020-02-01,14998,20354777,0.000736829492162945,0.000646870954574403,2020,32
2020-02-02,9507,18884955,0.000503416608617812,0.000644593788984004,2020,33
2020-02-03,11182,23109972,0.000483860387195623,0.000627117656587258,2020,34
2020-02-04,10692,21026998,0.000508489133826902,0.000613283524753155,2020,35
